"","geography_code","monthaverageCC_counts"
"3477","S01009982",31.25
"3478","S01009983",33.75
"3479","S01009984",17.5
"3480","S01009985",23.75
"3481","S01009986",31.25
"3482","S01009987",18.75
"3483","S01009988",17.5
"3484","S01009989",16.25
"3485","S01009990",11.25
"3486","S01009991",8.75
"3487","S01009992",22.5
"3488","S01009993",6.25
"3489","S01009994",8.75
"3490","S01009995",8.75
"3491","S01009996",7.5
"3492","S01009997",11.25
"3493","S01009998",5
"3494","S01009999",5
"3495","S01010000",10
"3496","S01010001",3.75
"3497","S01010002",7.5
"3498","S01010003",5
"3499","S01010004",5
"3500","S01010005",17.5
"3501","S01010006",23.75
"3502","S01010007",5
"3503","S01010008",10
"3504","S01010009",26.25
"3505","S01010010",5
"3506","S01010011",18.75
"3507","S01010012",5
"3508","S01010013",20
"3509","S01010014",20
"3510","S01010015",15
"3511","S01010016",10
"3512","S01010017",18.75
"3513","S01010018",21.25
"3514","S01010019",25
"3515","S01010020",13.75
"3516","S01010021",12.5
"3517","S01010022",27.5
"3518","S01010023",26.25
"3519","S01010024",16.25
"3520","S01010025",15
"3521","S01010026",36.25
"3522","S01010027",15
"3523","S01010028",20
"3524","S01010029",25
"3525","S01010030",12.5
"3526","S01010031",32.5
"3527","S01010032",17.5
"3528","S01010033",53.75
"3529","S01010034",37.5
"3530","S01010035",5
"3531","S01010036",8.75
"3532","S01010037",26.25
"3533","S01010038",28.75
"3534","S01010039",11.25
"3535","S01010040",15
"3536","S01010041",26.25
"3537","S01010042",31.25
"3538","S01010043",26.25
"3539","S01010044",25
"3540","S01010045",22.5
"3541","S01010046",33.75
"3542","S01010047",46.25
"3543","S01010048",56.25
"3544","S01010049",38.75
"3545","S01010050",61.25
"3546","S01010051",33.75
"3547","S01010052",35
"3548","S01010053",23.75
"3549","S01010054",16.25
"3550","S01010055",41.25
"3551","S01010056",18.75
"3552","S01010057",8.75
"3553","S01010058",28.75
"3554","S01010059",12.5
"3555","S01010060",36.25
"3556","S01010061",6.25
"3557","S01010062",30
"3558","S01010063",30
"3559","S01010064",11.25
"3560","S01010065",23.75
"3561","S01010066",20
"3562","S01010067",22.5
"3563","S01010068",22.5
"3564","S01010069",5
"3565","S01010070",5
"3566","S01010071",12.5
"3567","S01010072",10
"3568","S01010073",3.75
"3569","S01010074",7.5
"3570","S01010075",8.75
"3571","S01010076",10
"3572","S01010077",15
"3573","S01010078",3.75
"3574","S01010079",2.5
"3575","S01010080",3.75
"3576","S01010081",5
"3577","S01010082",6.25
"3578","S01010083",17.5
"3579","S01010084",20
"3580","S01010085",11.25
"3581","S01010086",25
"3582","S01010087",0
"3583","S01010088",3.75
"3584","S01010089",13.75
"3585","S01010090",12.5
"3586","S01010091",10
"3587","S01010092",20
"3588","S01010093",8.75
"3589","S01010094",3.75
"3590","S01010095",6.25
"3591","S01010096",5
"3592","S01010097",6.25
"3593","S01010098",5
"3594","S01010099",3.75
"3595","S01010100",5
"3596","S01010101",3.75
"3597","S01010102",3.75
"3598","S01010103",5
"3599","S01010104",6.25
"3600","S01010105",15
"3601","S01010106",3.75
"3602","S01010107",23.75
"3603","S01010108",17.5
"3604","S01010109",22.5
"3605","S01010110",22.5
"3606","S01010111",22.5
"3607","S01010112",27.5
"3608","S01010113",33.75
"3609","S01010114",35
"3610","S01010115",10
"3611","S01010116",10
"3612","S01010117",5
"3613","S01010118",36.25
"3614","S01010119",15
"3615","S01010120",43.75
"3616","S01010121",20
"3617","S01010122",35
"3618","S01010123",21.25
"3619","S01010124",11.25
"3620","S01010125",11.25
"3621","S01010126",11.25
"3622","S01010127",17.5
"3623","S01010128",17.5
"3624","S01010129",33.75
"3625","S01010130",7.5
"3626","S01010131",6.25
"3627","S01010132",21.25
"3628","S01010133",25
"3629","S01010134",21.25
"3630","S01010135",17.5
"3631","S01010136",15
"3632","S01010137",18.75
"3633","S01010138",80
"3634","S01010139",23.75
"3635","S01010140",18.75
"3636","S01010141",37.5
"3637","S01010142",16.25
"3638","S01010143",10
"3639","S01010144",27.5
"3640","S01010145",21.25
"3641","S01010146",32.5
"3642","S01010147",43.75
"3643","S01010148",31.25
"3644","S01010149",8.75
"3645","S01010150",27.5
"3646","S01010151",17.5
"3647","S01010152",11.25
"3648","S01010153",18.75
"3649","S01010154",10
"3650","S01010155",7.5
"3651","S01010156",13.75
"3652","S01010157",13.75
"3653","S01010158",16.25
"3654","S01010159",17.5
"3655","S01010160",42.5
"3656","S01010161",13.75
"3657","S01010162",33.75
"3658","S01010163",25
"3659","S01010164",25
"3660","S01010165",23.75
"3661","S01010166",18.75
"3662","S01010167",26.25
"3663","S01010168",8.75
"3664","S01010169",25
"3665","S01010170",13.75
"3666","S01010171",46.25
"3667","S01010172",22.5
"3668","S01010173",12.5
"3669","S01010174",7.5
"3670","S01010175",10
"3671","S01010176",5
"3672","S01010177",35
"3673","S01010178",37.5
"3674","S01010179",21.25
"3675","S01010180",10
"3676","S01010181",17.5
"3677","S01010182",7.5
"3678","S01010183",12.5
"3679","S01010184",15
"3680","S01010185",27.5
"3681","S01010186",2.5
"3682","S01010187",3.75
"3683","S01010188",1.25
"3684","S01010189",6.25
"3685","S01010190",3.75
"3686","S01010191",2.5
"3687","S01010192",1.25
"3688","S01010193",3.75
"3689","S01010194",10
"3690","S01010195",6.25
"3691","S01010196",15
"3692","S01010197",13.75
"3693","S01010198",33.75
"3694","S01010199",28.75
"3695","S01010200",10
"3696","S01010201",6.25
"3697","S01010202",40
"3698","S01010203",6.25
"3699","S01010204",25
"3700","S01010205",23.75
"3701","S01010206",0
"3702","S01010207",13.75
"3703","S01010208",28.75
"3704","S01010209",48.75
"3705","S01010210",10
"3706","S01010211",31.25
"3707","S01010212",55
"3708","S01010213",18.75
"3709","S01010214",13.75
"3710","S01010215",36.25
"3711","S01010216",45
"3712","S01010217",51.25
"3713","S01010218",51.25
"3714","S01010219",5
"3715","S01010220",2.5
"3716","S01010221",30
"3717","S01010222",32.5
"3718","S01010223",23.75
"3719","S01010224",53.75
"3720","S01010225",41.25
"3721","S01010226",0
"3722","S01010227",0
"3723","S01010228",45
"3724","S01010229",35
"3725","S01010230",93.75
"3726","S01010231",36.25
"3727","S01010232",30
"3728","S01010233",17.5
"3729","S01010234",13.75
"3730","S01010235",3.75
"3731","S01010236",21.25
"3732","S01010237",6.25
"3733","S01010238",11.25
"3734","S01010239",12.5
"3735","S01010240",12.5
"3736","S01010241",18.75
"3737","S01010242",22.5
"3738","S01010243",50
"3739","S01010244",18.75
"3740","S01010245",41.25
"3741","S01010246",33.75
"3742","S01010247",10
"3743","S01010248",10
"3744","S01010249",12.5
"3745","S01010250",8.75
"3746","S01010251",5
"3747","S01010252",10
"3748","S01010253",22.5
"3749","S01010254",16.25
"3750","S01010255",31.25
"3751","S01010256",35
"3752","S01010257",31.25
"3753","S01010258",5
"3754","S01010259",53.75
"3755","S01010260",35
"3756","S01010261",25
"3757","S01010262",35
"3758","S01010263",5
"3759","S01010264",27.5
"3760","S01010265",5
"3761","S01010266",5
"3762","S01010267",20
"3763","S01010268",13.75
"3764","S01010269",8.75
"3765","S01010270",62.5
"3766","S01010271",21.25
"3767","S01010272",60
"3768","S01010273",6.25
"3769","S01010274",5
"3770","S01010275",7.5
"3771","S01010276",3.75
"3772","S01010277",18.75
"3773","S01010278",20
"3774","S01010279",15
"3775","S01010280",17.5
"3776","S01010281",8.75
"3777","S01010282",30
"3778","S01010283",3.75
"3779","S01010284",12.5
"3780","S01010285",15
"3781","S01010286",13.75
"3782","S01010287",7.5
"3783","S01010288",7.5
"3784","S01010289",5
"3785","S01010290",10
"3786","S01010291",12.5
"3787","S01010292",10
"3788","S01010293",12.5
"3789","S01010294",6.25
"3790","S01010295",13.75
"3791","S01010296",17.5
"3792","S01010297",42.5
"3793","S01010298",17.5
"3794","S01010299",20
"3795","S01010300",16.25
"3796","S01010301",8.75
"3797","S01010302",26.25
"3798","S01010303",23.75
"3799","S01010304",18.75
"3800","S01010305",22.5
"3801","S01010306",13.75
"3802","S01010307",10
"3803","S01010308",16.25
"3804","S01010309",5
"3805","S01010310",23.75
"3806","S01010311",31.25
"3807","S01010312",46.25
"3808","S01010313",31.25
"3809","S01010314",55
"3810","S01010315",12.5
"3811","S01010316",28.75
"3812","S01010317",17.5
"3813","S01010318",27.5
"3814","S01010319",15
"3815","S01010320",27.5
"3816","S01010321",21.25
"3817","S01010322",8.75
"3818","S01010323",33.75
"3819","S01010324",20
"3820","S01010325",12.5
"3821","S01010326",51.25
"3822","S01010327",22.5
"3823","S01010328",15
"3824","S01010329",10
"3825","S01010330",21.25
"3826","S01010331",28.75
"3827","S01010332",17.5
"3828","S01010333",33.75
"3829","S01010334",25
"3830","S01010335",16.25
"3831","S01010336",38.75
"3832","S01010337",11.25
"3833","S01010338",16.25
"3834","S01010339",10
"3835","S01010340",21.25
"3836","S01010341",6.25
"3837","S01010342",8.75
"3838","S01010343",7.5
"3839","S01010344",38.75
"3840","S01010345",5
"3841","S01010346",15
"3842","S01010347",23.75
"3843","S01010348",16.25
"3844","S01010349",22.5
"3845","S01010350",31.25
"3846","S01010351",22.5
"3847","S01010352",23.75
"3848","S01010353",87.5
"3849","S01010354",22.5
"3850","S01010355",30
"3851","S01010356",27.5
"3852","S01010357",37.5
"3853","S01010358",43.75
"3854","S01010359",37.5
"3855","S01010360",26.25
"3856","S01010361",75
"3857","S01010362",111.25
"3858","S01010363",10
"3859","S01010364",5
"3860","S01010365",3.75
"3861","S01010366",7.5
"3862","S01010367",6.25
"3863","S01010368",1.25
"3864","S01010369",21.25
"3865","S01010370",5
"3866","S01010371",10
"3867","S01010372",3.75
"3868","S01010373",6.25
"3869","S01010374",5
"3870","S01010375",7.5
"3871","S01010376",8.75
"3872","S01010377",10
"3873","S01010378",11.25
"3874","S01010379",23.75
"3875","S01010380",10
"3876","S01010381",10
"3877","S01010382",12.5
"3878","S01010383",25
"3879","S01010384",7.5
"3880","S01010385",21.25
"3881","S01010386",27.5
"3882","S01010387",16.25
"3883","S01010388",27.5
"3884","S01010389",5
"3885","S01010390",22.5
"3886","S01010391",30
"3887","S01010392",5
"3888","S01010393",10
"3889","S01010394",48.75
"3890","S01010395",25
"3891","S01010396",20
"3892","S01010397",5
"3893","S01010398",6.25
"3894","S01010399",6.25
"3895","S01010400",5
"3896","S01010401",5
"3897","S01010402",7.5
"3898","S01010403",2.5
"3899","S01010404",5
"3900","S01010405",6.25
"3901","S01010406",7.5
"3902","S01010407",6.25
"3903","S01010408",10
"3904","S01010409",3.75
"3905","S01010410",2.5
"3906","S01010411",6.25
"3907","S01010412",5
"3908","S01010413",3.75
"3909","S01010414",5
"3910","S01010415",30
"3911","S01010416",0
"3912","S01010417",0
"3913","S01010418",5
"3914","S01010419",5
"3915","S01010420",5
"3916","S01010421",3.75
"3917","S01010422",10
"3918","S01010423",31.25
"3919","S01010424",26.25
"3920","S01010425",37.5
"3921","S01010426",31.25
"3922","S01010427",50
"3923","S01010428",7.5
"3924","S01010429",5
"3925","S01010430",40
"3926","S01010431",5
"3927","S01010432",25
"3928","S01010433",20
"3929","S01010434",41.25
"3930","S01010435",7.5
"3931","S01010436",35
"3932","S01010437",13.75
"3933","S01010438",21.25
"3934","S01010439",41.25
"3935","S01010440",21.25
"3936","S01010441",15
"3937","S01010442",26.25
"3938","S01010443",3.75
"3939","S01010444",7.5
"3940","S01010445",20
"3941","S01010446",5
"3942","S01010447",35
"3943","S01010448",10
"3944","S01010449",8.75
"3945","S01010450",18.75
"3946","S01010451",52.5
"3947","S01010452",8.75
"3948","S01010453",43.75
"3949","S01010454",10
"3950","S01010455",38.75
"3951","S01010456",6.25
"3952","S01010457",3.75
"3953","S01010458",23.75
"3954","S01010459",10
"3955","S01010460",5
"3956","S01010461",23.75
"3957","S01010462",68.75
"3958","S01010463",7.5
"3959","S01010464",5
"3960","S01010465",3.75
"3961","S01010466",8.75
"3962","S01010467",6.25
"3963","S01010468",5
"3964","S01010469",17.5
"3965","S01010470",11.25
"3966","S01010471",11.25
"3967","S01010472",15
"3968","S01010473",6.25
"3969","S01010474",12.5
"3970","S01010475",8.75
"3971","S01010476",10
"3972","S01010477",10
"3973","S01010478",45
"3974","S01010479",16.25
"3975","S01010480",8.75
"3976","S01010481",27.5
"3977","S01010482",21.25
"3978","S01010483",21.25
"3979","S01010484",8.75
"3980","S01010485",6.25
"3981","S01010486",2.5
"3982","S01010487",13.75
"3983","S01010488",23.75
"3984","S01010489",17.5
"3985","S01010490",27.5
"3986","S01010491",40
"3987","S01010492",15
"3988","S01010493",38.75
"3989","S01010494",16.25
"3990","S01010495",38.75
"3991","S01010496",42.5
"3992","S01010497",15
"3993","S01010498",35
"3994","S01010499",37.5
"3995","S01010500",26.25
"3996","S01010501",22.5
"3997","S01010502",18.75
"3998","S01010503",27.5
"3999","S01010504",3.75
"4000","S01010505",7.5
"4001","S01010506",3.75
"4002","S01010507",1.25
"4003","S01010508",3.75
"4004","S01010509",5
"4005","S01010510",8.75
"4006","S01010511",6.25
"4007","S01010512",1.25
"4008","S01010513",1.25
"4009","S01010514",3.75
"4010","S01010515",8.75
"4011","S01010516",5
"4012","S01010517",6.25
"4013","S01010518",6.25
"4014","S01010519",5
"4015","S01010520",3.75
"4016","S01010521",8.75
"4017","S01010522",7.5
"4018","S01010523",11.25
"4019","S01010524",0
"4020","S01010525",2.5
"4021","S01010526",2.5
"4022","S01010527",18.75
"4023","S01010528",2.5
"4024","S01010529",1.25
"4025","S01010530",1.25
"4026","S01010531",8.75
"4027","S01010532",5
"4028","S01010533",6.25
"4029","S01010534",12.5
"4030","S01010535",1.25
"4031","S01010536",11.25
"4032","S01010537",12.5
"4033","S01010538",5
"4034","S01010539",10
"4035","S01010540",3.75
"4036","S01010541",7.5
"4037","S01010542",5
"4038","S01010543",7.5
"4039","S01010544",12.5
"4040","S01010545",5
"4041","S01010546",5
"4042","S01010547",3.75
"4043","S01010548",2.5
"4044","S01010549",6.25
"4045","S01010550",10
"4046","S01010551",2.5
"4047","S01010552",5
"4048","S01010553",2.5
"4049","S01010554",12.5
"4050","S01010555",18.75
"4051","S01010556",15
"4052","S01010557",10
"4053","S01010558",10
"4054","S01010559",5
"4055","S01010560",3.75
"4056","S01010561",2.5
"4057","S01010562",3.75
"4058","S01010563",11.25
"4059","S01010564",27.5
"4060","S01010565",6.25
"4061","S01010566",1.25
"4062","S01010567",2.5
"4063","S01010568",8.75
"4064","S01010569",5
"4065","S01010570",16.25
"4066","S01010571",8.75
"4067","S01010572",10
"4068","S01010573",8.75
"4069","S01010574",3.75
"4070","S01010575",5
"4071","S01010576",1.25
"4072","S01010577",16.25
"4073","S01010578",10
"4074","S01010579",5
"4075","S01010580",10
"4076","S01010581",6.25
"4077","S01010582",5
"4078","S01010583",5
"4079","S01010584",15
"4080","S01010585",6.25
"4081","S01010586",1.25
"4082","S01010587",5
"4083","S01010588",5
"4084","S01010589",17.5
"4085","S01010590",1.25
"4086","S01010591",7.5
"4087","S01010592",2.5
"4088","S01010593",5
"4089","S01010594",3.75
"4090","S01010595",6.25
"4091","S01010596",5
"4092","S01010597",10
"4093","S01010598",5
"4094","S01010599",6.25
"4095","S01010600",5
"4096","S01010601",5
"4097","S01010602",2.5
"4098","S01010603",6.25
"4099","S01010604",5
"4100","S01010605",6.25
"4101","S01010606",15
"4102","S01010607",2.5
"4103","S01010608",33.75
"4104","S01010609",16.25
"4105","S01010610",22.5
"4106","S01010611",21.25
"4107","S01010612",5
"4108","S01010613",10
"4109","S01010614",20
"4110","S01010615",13.75
"4111","S01010616",6.25
"4112","S01010617",2.5
"4113","S01010618",5
"4114","S01010619",20
"4115","S01010620",83.75
"4116","S01010621",15
"4117","S01010622",20
"4118","S01010623",3.75
"4119","S01010624",8.75
"4120","S01010625",5
"4121","S01010626",3.75
"4122","S01010627",12.5
"4123","S01010628",11.25
"4124","S01010629",16.25
"4125","S01010630",15
"4126","S01010631",7.5
"4127","S01010632",16.25
"4128","S01010633",33.75
"4129","S01010634",11.25
"4130","S01010635",22.5
"4131","S01010636",5
"4132","S01010637",32.5
"4133","S01010638",21.25
"4134","S01010639",53.75
"4135","S01010640",16.25
"4136","S01010641",68.75
"4137","S01010642",55
"4138","S01010643",42.5
"4139","S01010644",63.75
"4140","S01010645",3.75
"4141","S01010646",0
"4142","S01010647",1.25
"4143","S01010648",10
"4144","S01010649",7.5
"4145","S01010650",25
"4146","S01010651",7.5
"4147","S01010652",10
"4148","S01010653",3.75
"4149","S01010654",15
"4150","S01010655",3.75
"4151","S01010656",10
"4152","S01010657",5
"4153","S01010658",5
"4154","S01010659",1.25
"4155","S01010660",11.25
"4156","S01010661",6.25
"4157","S01010662",6.25
"4158","S01010663",2.5
"4159","S01010664",3.75
"4160","S01010665",6.25
"4161","S01010666",10
"4162","S01010667",2.5
"4163","S01010668",10
"4164","S01010669",5
"4165","S01010670",3.75
"4166","S01010671",3.75
"4167","S01010672",11.25
"4168","S01010673",6.25
"4169","S01010674",8.75
"4170","S01010675",3.75
"4171","S01010676",2.5
"4172","S01010677",0
"4173","S01010678",6.25
"4174","S01010679",5
"4175","S01010680",3.75
"4176","S01010681",11.25
"4177","S01010682",1.25
"4178","S01010683",3.75
"4179","S01010684",3.75
"4180","S01010685",5
"4181","S01010686",5
"4182","S01010687",6.25
"4183","S01010688",7.5
"4184","S01010689",6.25
"4185","S01010690",5
"4186","S01010691",2.5
"4187","S01010692",7.5
"4188","S01010693",1.25
"4189","S01010694",8.75
"4190","S01010695",5
"4191","S01010696",6.25
"4192","S01010697",7.5
"4193","S01010698",7.5
"4194","S01010699",3.75
"4195","S01010700",2.5
"4196","S01010701",5
"4197","S01010702",5
"4198","S01010703",5
"4199","S01010704",7.5
"4200","S01010705",11.25
"4201","S01010706",11.25
"4202","S01010707",2.5
"4203","S01010708",5
"4204","S01010709",7.5
"4205","S01010710",17.5
"4206","S01010711",3.75
"4207","S01010712",11.25
"4208","S01010713",8.75
"4209","S01010714",16.25
"4210","S01010715",8.75
"4211","S01010716",15
"4212","S01010717",2.5
"4213","S01010718",8.75
"4214","S01010719",7.5
"4215","S01010720",2.5
"4216","S01010721",7.5
"4217","S01010722",7.5
"4218","S01010723",5
"4219","S01010724",15
"4220","S01010725",8.75
"4221","S01010726",8.75
"4222","S01010727",0
"4223","S01010728",1.25
"4224","S01010729",5
"4225","S01010730",5
"4226","S01010731",8.75
"4227","S01010732",21.25
"4228","S01010733",15
"4229","S01010734",27.5
"4230","S01010735",30
"4231","S01010736",0
"4232","S01010737",17.5
"4233","S01010738",6.25
"4234","S01010739",12.5
"4235","S01010740",25
"4236","S01010741",8.75
"4237","S01010742",17.5
"4238","S01010743",21.25
"4239","S01010744",18.75
"4240","S01010745",17.5
"4241","S01010746",13.75
"4242","S01010747",28.75
"4243","S01010748",5
"4244","S01010749",2.5
"4245","S01010750",5
"4246","S01010751",26.25
"4247","S01010752",8.75
"4248","S01010753",23.75
"4249","S01010754",12.5
"4250","S01010755",7.5
"4251","S01010756",5
"4252","S01010757",5
"4253","S01010758",5
"4254","S01010759",8.75
"4255","S01010760",6.25
"4256","S01010761",1.25
"4257","S01010762",2.5
"4258","S01010763",10
"4259","S01010764",5
"4260","S01010765",12.5
"4261","S01010766",6.25
"4262","S01010767",11.25
"4263","S01010768",11.25
"4264","S01010769",5
"4265","S01010770",8.75
"4266","S01010771",17.5
"4267","S01010772",6.25
"4268","S01010773",5
"4269","S01010774",18.75
"4270","S01010775",1.25
"4271","S01010776",6.25
"4272","S01010777",15
"4273","S01010778",22.5
"4274","S01010779",27.5
"4275","S01010780",10
"4276","S01010781",7.5
"4277","S01010782",11.25
"4278","S01010783",13.75
"4279","S01010784",17.5
"4280","S01010785",5
"4281","S01010786",1.25
"4282","S01010787",6.25
"4283","S01010788",5
"4284","S01010789",7.5
"4285","S01010790",6.25
"4286","S01010791",5
"4287","S01010792",16.25
"4288","S01010793",3.75
"4289","S01010794",2.5
"4290","S01010795",10
"4291","S01010796",7.5
"4292","S01010797",5
"4293","S01010798",6.25
"4294","S01010799",13.75
"4295","S01010800",6.25
"4296","S01010801",6.25
"4297","S01010802",10
"4298","S01010803",12.5
"4299","S01010804",3.75
"4300","S01010805",10
"4301","S01010806",20
"4302","S01010807",5
"4303","S01010808",5
"4304","S01010809",2.5
"4305","S01010810",7.5
"4306","S01010811",7.5
"4307","S01010812",5
"4308","S01010813",5
"4309","S01010814",5
"4310","S01010815",5
"4311","S01010816",0
"4312","S01010817",6.25
"4313","S01010818",10
"4314","S01010819",7.5
"4315","S01010820",3.75
"4316","S01010821",5
"4317","S01010822",3.75
"4318","S01010823",6.25
"4319","S01010824",2.5
"4320","S01010825",2.5
"4321","S01010826",3.75
"4322","S01010827",5
"4323","S01010828",13.75
"4324","S01010829",8.75
"4325","S01010830",8.75
"4326","S01010831",3.75
"4327","S01010832",6.25
"4328","S01010833",5
"4329","S01010834",3.75
"4330","S01010835",5
"4331","S01010836",6.25
"4332","S01010837",8.75
"4333","S01010838",11.25
"4334","S01010839",10
"4335","S01010840",12.5
"4336","S01010841",12.5
"4337","S01010842",43.75
"4338","S01010843",20
"4339","S01010844",7.5
"4340","S01010845",11.25
"4341","S01010846",17.5
"4342","S01010847",2.5
"4343","S01010848",25
"4344","S01010849",36.25
"4345","S01010850",26.25
"4346","S01010851",36.25
"4347","S01010852",13.75
"4348","S01010853",13.75
"4349","S01010854",35
"4350","S01010855",12.5
"4351","S01010856",23.75
"4352","S01010857",10
"4353","S01010858",18.75
"4354","S01010859",25
"4355","S01010860",15
"4356","S01010861",33.75
"4357","S01010862",37.5
"4358","S01010863",8.75
"4359","S01010864",5
"4360","S01010865",2.5
"4361","S01010866",2.5
"4362","S01010867",2.5
"4363","S01010868",3.75
"4364","S01010869",2.5
"4365","S01010870",3.75
"4366","S01010871",15
"4367","S01010872",18.75
"4368","S01010873",25
"4369","S01010874",15
"4370","S01010875",17.5
"4371","S01010876",22.5
"4372","S01010877",35
"4373","S01010878",25
"4374","S01010879",20
"4375","S01010880",45
"4376","S01010881",13.75
"4377","S01010882",5
"4378","S01010883",16.25
"4379","S01010884",27.5
"4380","S01010885",35
"4381","S01010886",12.5
"4382","S01010887",36.25
"4383","S01010888",38.75
"4384","S01010889",31.25
"4385","S01010890",35
"4386","S01010891",50
"4387","S01010892",42.5
"4388","S01010893",38.75
"4389","S01010894",27.5
"4390","S01010895",28.75
"4391","S01010896",31.25
"4392","S01010897",30
"4393","S01010898",16.25
"4394","S01010899",11.25
"4395","S01010900",27.5
"4396","S01010901",31.25
"4397","S01010902",28.75
"4398","S01010903",40
"4399","S01010904",40
"4400","S01010905",21.25
"4401","S01010906",33.75
"4402","S01010907",5
"4403","S01010908",16.25
"4404","S01010909",10
"4405","S01010910",30
"4406","S01010911",21.25
"4407","S01010912",18.75
"4408","S01010913",16.25
"4409","S01010914",11.25
"4410","S01010915",13.75
"4411","S01010916",42.5
"4412","S01010917",27.5
"4413","S01010918",15
"4414","S01010919",18.75
"4415","S01010920",26.25
"4416","S01010921",26.25
"4417","S01010922",30
"4418","S01010923",23.75
"4419","S01010924",13.75
"4420","S01010925",31.25
"4421","S01010926",28.75
"4422","S01010927",11.25
"4423","S01010928",20
"4424","S01010929",21.25
"4425","S01010930",3.75
"4426","S01010931",5
"4427","S01010932",7.5
"4428","S01010933",5
"4429","S01010934",7.5
"4430","S01010935",5
"4431","S01010936",17.5
"4432","S01010937",8.75
"4433","S01010938",20
"4434","S01010939",5
"4435","S01010940",3.75
"4436","S01010941",2.5
"4437","S01010942",1.25
"4438","S01010943",13.75
"4439","S01010944",18.75
"4440","S01010945",12.5
"4441","S01010946",27.5
"4442","S01010947",13.75
"4443","S01010948",7.5
"4444","S01010949",3.75
"4445","S01010950",15
"4446","S01010951",10
"4447","S01010952",7.5
"4448","S01010953",5
"4449","S01010954",5
"4450","S01010955",5
"4451","S01010956",8.75
"4452","S01010957",0
"4453","S01010958",2.5
"4454","S01010959",5
"4455","S01010960",15
"4456","S01010961",8.75
"4457","S01010962",6.25
"4458","S01010963",11.25
"4459","S01010964",1.25
"4460","S01010965",12.5
"4461","S01010966",8.75
"4462","S01010967",17.5
"4463","S01010968",5
"4464","S01010969",11.25
"4465","S01010970",10
"4466","S01010971",6.25
"4467","S01010972",10
"4468","S01010973",5
"4469","S01010974",10
"4470","S01010975",7.5
"4471","S01010976",5
"4472","S01010977",6.25
"4473","S01010978",12.5
"4474","S01010979",13.75
"4475","S01010980",13.75
"4476","S01010981",7.5
"4477","S01010982",5
"4478","S01010983",7.5
"4479","S01010984",2.5
"4480","S01010985",5
"4481","S01010986",1.25
"4482","S01010987",2.5
"4483","S01010988",0
"4484","S01010989",3.75
"4485","S01010990",5
"4486","S01010991",10
"4487","S01010992",1.25
"4488","S01010993",3.75
"4489","S01010994",2.5
"4490","S01010995",0
"4491","S01010996",3.75
"4492","S01010997",1.25
"4493","S01010998",1.25
"4494","S01010999",7.5
"4495","S01011000",10
"4496","S01011001",1.25
"4497","S01011002",5
"4498","S01011003",5
"4499","S01011004",2.5
"4500","S01011005",15
"4501","S01011006",20
"4502","S01011007",12.5
"4503","S01011008",12.5
"4504","S01011009",10
"4505","S01011010",21.25
"4506","S01011011",25
"4507","S01011012",20
"4508","S01011013",15
"4509","S01011014",11.25
"4510","S01011015",6.25
"4511","S01011016",17.5
"4512","S01011017",17.5
"4513","S01011018",8.75
"4514","S01011019",11.25
"4515","S01011020",0
"4516","S01011021",6.25
"4517","S01011022",15
"4518","S01011023",12.5
"4519","S01011024",15
"4520","S01011025",17.5
"4521","S01011026",11.25
"4522","S01011027",23.75
"4523","S01011028",26.25
"4524","S01011029",13.75
"4525","S01011030",8.75
"4526","S01011031",8.75
"4527","S01011032",12.5
"4528","S01011033",6.25
"4529","S01011034",6.25
"4530","S01011035",10
"4531","S01011036",6.25
"4532","S01011037",23.75
"4533","S01011038",26.25
"4534","S01011039",13.75
"4535","S01011040",7.5
"4536","S01011041",10
"4537","S01011042",15
"4538","S01011043",17.5
"4539","S01011044",16.25
"4540","S01011045",5
"4541","S01011046",3.75
"4542","S01011047",3.75
"4543","S01011048",10
"4544","S01011049",0
"4545","S01011050",5
"4546","S01011051",8.75
"4547","S01011052",5
"4548","S01011053",11.25
"4549","S01011054",5
"4550","S01011055",6.25
"4551","S01011056",2.5
"4552","S01011057",3.75
"4553","S01011058",6.25
"4554","S01011059",5
"4555","S01011060",10
"4556","S01011061",21.25
"4557","S01011062",12.5
"4558","S01011063",26.25
"4559","S01011064",13.75
"4560","S01011065",5
"4561","S01011066",5
"4562","S01011067",6.25
"4563","S01011068",5
"4564","S01011069",8.75
"4565","S01011070",10
"4566","S01011071",8.75
"4567","S01011072",18.75
"4568","S01011073",6.25
"4569","S01011074",11.25
"4570","S01011075",18.75
"4571","S01011076",16.25
"4572","S01011077",17.5
"4573","S01011078",11.25
"4574","S01011079",21.25
"4575","S01011080",16.25
"4576","S01011081",11.25
"4577","S01011082",5
"4578","S01011083",7.5
"4579","S01011084",2.5
"4580","S01011085",5
"4581","S01011086",0
"4582","S01011087",3.75
"4583","S01011088",5
"4584","S01011089",5
"4585","S01011090",1.25
"4586","S01011091",5
"4587","S01011092",7.5
"4588","S01011093",7.5
"4589","S01011094",1.25
"4590","S01011095",3.75
"4591","S01011096",2.5
"4592","S01011097",3.75
"4593","S01011098",5
"4594","S01011099",23.75
"4595","S01011100",1.25
"4596","S01011101",11.25
"4597","S01011102",15
"4598","S01011103",13.75
"4599","S01011104",3.75
"4600","S01011105",12.5
"4601","S01011106",16.25
"4602","S01011107",17.5
"4603","S01011108",5
"4604","S01011109",10
"4605","S01011110",12.5
"4606","S01011111",16.25
"4607","S01011112",5
